"household_id","province","district","urban_rural","region","household_size","income","expenditure","education","satisfaction","has_internet","num_children"
7095,"Prov_10","Prov_10_Kab_01","Rural","Indonesia Timur",3,26720,16686,"S1",3,0,1
7096,"Prov_09","Prov_09_Kab_01","Urban","Sulawesi",6,317024,191165,"SMA",5,0,1
7097,"Prov_01","Prov_01_Kab_01","Rural","Jawa",3,73474,52415,"SMP",3,0,0
7098,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",3,29808,25094,"S1",4,0,1
7099,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",7,74589,41883,"D3",4,1,1
7100,"Prov_07","Prov_07_Kab_04","Urban","Kalimantan",8,135230,100107,"SMA",4,1,2
7101,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",3,12951,8030,"SMA",2,1,0
7102,"Prov_01","Prov_01_Kab_01","Urban","Jawa",1,217065,127873,"S1",2,0,0
7103,"Prov_01","Prov_01_Kab_03","Rural","Jawa",3,39198,28856,"SMA",3,0,1
7104,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",3,73544,50353,"SMA",4,0,1
7105,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",6,82448,43502,"SMP",3,0,2
7106,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",4,129271,110709,"S2+",4,1,0
7107,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",4,73627,47896,"SMA",3,1,0
7108,"Prov_01","Prov_01_Kab_01","Rural","Jawa",3,32803,26481,"SMA",2,0,1
7109,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",6,97648,63154,"SMA",4,0,2
7110,"Prov_02","Prov_02_Kab_05","Urban","Jawa",3,194564,170988,"D3",4,1,1
7111,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",3,21863,13506,"SMA",3,0,2
7112,"Prov_03","Prov_03_Kab_01","Urban","Jawa",1,203502,121064,"S1",4,1,0
7113,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,84693,68325,"D3",4,1,0
7114,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",4,63273,50195,"SMA",3,0,2
7115,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",2,95265,78887,"SMA",4,1,1
7116,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",3,124789,67622,"SMA",3,1,2
7117,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",3,109617,88650,"S1",3,0,0
7118,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",2,199190,106977,"SMA",4,0,1
7119,"Prov_02","Prov_02_Kab_01","Rural","Jawa",2,105086,93536,"SMA",2,1,1
7120,"Prov_01","Prov_01_Kab_01","Rural","Jawa",2,99169,86519,"SMA",3,0,1
7121,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",3,37074,21029,"S1",2,0,0
7122,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",2,54001,31882,"SMA",3,1,1
7123,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",2,85007,70389,"SD",4,1,0
7124,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",2,61214,54825,"SMA",3,0,1
7125,"Prov_01","Prov_01_Kab_01","Urban","Jawa",3,111827,85706,"S1",3,1,0
7126,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,143969,65691,"D3",3,1,0
7127,"Prov_03","Prov_03_Kab_01","Urban","Jawa",2,267892,192551,"SMA",4,1,0
7128,"Prov_01","Prov_01_Kab_03","Urban","Jawa",8,174167,142075,"SMP",5,1,1
7129,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",4,28936,24979,"SMP",4,1,1
7130,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",3,198264,163478,"SMA",3,1,0
7131,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",6,110517,84115,"SMP",2,0,0
7132,"Prov_01","Prov_01_Kab_04","Rural","Jawa",2,34450,22855,"SMP",2,0,1
7133,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",1,15793,8180,"S1",4,0,0
7134,"Prov_07","Prov_07_Kab_01","Urban","Kalimantan",4,87459,60777,"SMA",3,0,1
7135,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,56591,35526,"SMP",4,1,1
7136,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",5,183521,151969,"SMA",3,1,0
7137,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,113520,84506,"S1",4,1,0
7138,"Prov_03","Prov_03_Kab_02","Urban","Jawa",2,122962,97764,"D3",5,1,1
7139,"Prov_02","Prov_02_Kab_02","Urban","Jawa",3,24467,21107,"SMP",4,0,0
7140,"Prov_01","Prov_01_Kab_03","Urban","Jawa",1,191532,132229,"SD",3,1,0
7141,"Prov_09","Prov_09_Kab_02","Urban","Sulawesi",4,155417,107187,"SD",2,1,0
7142,"Prov_01","Prov_01_Kab_04","Rural","Jawa",4,60861,55073,"SMP",3,0,2
7143,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",5,15445,10581,"SMA",3,1,0
7144,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",8,93781,67436,"SMP",3,1,4
7145,"Prov_02","Prov_02_Kab_04","Rural","Jawa",2,123055,103001,"SMP",4,0,1
7146,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",6,19907,11874,"SD",2,1,3
7147,"Prov_04","Prov_04_Kab_03","Rural","Sumatera",3,178171,99337,"S1",5,1,1
7148,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",6,135873,94472,"S1",4,1,0
7149,"Prov_07","Prov_07_Kab_05","Urban","Kalimantan",4,114873,103233,"SMP",3,0,3
7150,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",3,50821,38905,"S1",3,1,0
7151,"Prov_01","Prov_01_Kab_05","Rural","Jawa",3,47784,43657,"SD",3,0,2
7152,"Prov_01","Prov_01_Kab_02","Rural","Jawa",5,335942,284570,"D3",2,0,1
7153,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",5,90375,69418,"D3",4,0,0
7154,"Prov_01","Prov_01_Kab_05","Urban","Jawa",1,44440,37208,"SMP",3,1,0
7155,"Prov_03","Prov_03_Kab_03","Rural","Jawa",5,39927,34074,"S1",4,0,1
7156,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",3,60692,42607,"SMP",5,0,1
7157,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,193491,169181,"SD",4,1,1
7158,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",5,78808,68851,"SD",3,0,1
7159,"Prov_03","Prov_03_Kab_01","Rural","Jawa",6,18528,13176,"SMP",2,0,1
7160,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",3,50246,38343,"S1",3,1,1
7161,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",1,40004,23853,"S1",2,0,0
7162,"Prov_02","Prov_02_Kab_02","Urban","Jawa",1,141514,105847,"SD",4,1,0
7163,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",7,157719,103220,"SD",4,0,4
7164,"Prov_07","Prov_07_Kab_01","Urban","Kalimantan",5,213611,171770,"SMA",3,0,3
7165,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",6,27984,16758,"SMA",3,1,3
7166,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",6,161106,110301,"SMA",3,0,3
7167,"Prov_03","Prov_03_Kab_03","Urban","Jawa",6,130705,109385,"SMA",3,1,1
7168,"Prov_02","Prov_02_Kab_03","Rural","Jawa",4,237542,151258,"S1",4,0,2
7169,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",10,47501,36719,"S1",3,1,2
7170,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",4,116753,97418,"SD",3,1,2
7171,"Prov_03","Prov_03_Kab_02","Urban","Jawa",1,423326,368840,"SMA",3,1,0
7172,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",7,40512,28863,"S1",2,0,5
7173,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",6,133500,109469,"SMP",3,1,5
7174,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",2,64236,42225,"SMA",3,0,1
7175,"Prov_07","Prov_07_Kab_03","Urban","Kalimantan",5,43812,34641,"S1",1,1,2
7176,"Prov_05","Prov_05_Kab_03","Urban","Sumatera",2,51875,32402,"S1",2,1,1
7177,"Prov_01","Prov_01_Kab_05","Urban","Jawa",6,80618,61078,"D3",4,1,0
7178,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,86797,65176,"SMA",3,0,0
7179,"Prov_02","Prov_02_Kab_04","Urban","Jawa",2,109071,72379,"S1",3,1,0
7180,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",6,105518,45621,"S1",3,0,3
7181,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",3,48196,36912,"SMA",3,1,1
7182,"Prov_02","Prov_02_Kab_02","Urban","Jawa",1,107095,85983,"SD",4,0,0
7183,"Prov_02","Prov_02_Kab_02","Urban","Jawa",4,198577,117628,"D3",3,1,1
7184,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",3,59300,47188,"SMP",4,0,1
7185,"Prov_02","Prov_02_Kab_05","Rural","Jawa",3,61434,50158,"SD",4,1,1
7186,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,87251,62157,"S1",4,1,0
7187,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",3,66837,52180,"SMP",3,0,0
7188,"Prov_01","Prov_01_Kab_05","Urban","Jawa",1,81613,54812,"SMA",4,0,0
7189,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",4,34935,27023,"S1",2,1,1
7190,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",3,22959,13600,"D3",3,1,1
7191,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",5,35466,31714,"SMA",3,0,1
7192,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,122303,96371,"D3",4,1,0
7193,"Prov_01","Prov_01_Kab_05","Urban","Jawa",1,133928,96723,"S1",4,1,0
7194,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",5,19078,11442,"S1",4,1,2
7195,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,78715,63495,"S1",2,1,1
7196,"Prov_01","Prov_01_Kab_03","Urban","Jawa",6,91165,79303,"SD",4,1,2
7197,"Prov_01","Prov_01_Kab_02","Urban","Jawa",2,107108,76755,"S1",5,1,0
7198,"Prov_06","Prov_06_Kab_02","Urban","Kalimantan",9,123960,80164,"SMA",3,0,1
7199,"Prov_01","Prov_01_Kab_04","Urban","Jawa",2,406681,245007,"S1",3,1,1
7200,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",3,129688,73145,"SMA",4,0,2
7201,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,206555,127792,"SMA",3,0,0
7202,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,282012,193467,"SMA",3,0,0
7203,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",8,10079,5850,"SMP",3,0,3
7204,"Prov_10","Prov_10_Kab_02","Rural","Indonesia Timur",5,15248,10953,"D3",2,1,2
7205,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",7,34463,22201,"SMP",4,1,0
7206,"Prov_04","Prov_04_Kab_03","Rural","Sumatera",1,53244,32850,"SMA",3,1,0
7207,"Prov_02","Prov_02_Kab_03","Urban","Jawa",3,147697,88223,"S1",4,1,1
7208,"Prov_01","Prov_01_Kab_04","Urban","Jawa",6,235184,222262,"S2+",5,1,3
7209,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",4,50070,31686,"SMA",4,1,1
7210,"Prov_03","Prov_03_Kab_01","Rural","Jawa",4,239552,144242,"SMA",4,1,2
7211,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",7,20992,15549,"D3",3,1,2
7212,"Prov_01","Prov_01_Kab_05","Urban","Jawa",6,65312,44792,"SMA",4,1,1
7213,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",1,279625,183492,"D3",4,1,0
7214,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",1,18295,15961,"S1",4,0,0
7215,"Prov_02","Prov_02_Kab_04","Rural","Jawa",2,93474,67096,"SMA",5,1,1
7216,"Prov_01","Prov_01_Kab_05","Urban","Jawa",4,129744,110818,"S1",3,1,1
7217,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",6,52351,38246,"SMA",4,1,3
7218,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",5,66585,55704,"SMA",1,1,1
7219,"Prov_02","Prov_02_Kab_04","Urban","Jawa",3,132139,82980,"SD",2,1,0
7220,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",7,122527,71000,"SMA",4,1,1
7221,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",5,44956,38098,"SD",4,0,0
7222,"Prov_01","Prov_01_Kab_03","Rural","Jawa",3,16460,10675,"SMA",3,0,0
7223,"Prov_03","Prov_03_Kab_04","Urban","Jawa",3,72292,45883,"D3",3,1,2
7224,"Prov_03","Prov_03_Kab_02","Rural","Jawa",2,447267,324638,"SD",5,1,1
7225,"Prov_10","Prov_10_Kab_03","Urban","Indonesia Timur",3,98373,80193,"S1",3,0,0
7226,"Prov_08","Prov_08_Kab_03","Urban","Sulawesi",10,100060,65525,"SMA",4,1,2
7227,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",4,106418,59493,"S1",4,0,1
7228,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",2,78914,63419,"SMA",3,0,0
7229,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",1,114035,61882,"SMP",5,0,0
7230,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",3,79681,47172,"S1",3,0,1
7231,"Prov_03","Prov_03_Kab_04","Urban","Jawa",3,129900,109000,"SMA",3,1,2
7232,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",5,76166,58007,"SMA",3,1,2
7233,"Prov_03","Prov_03_Kab_05","Urban","Jawa",3,319196,262760,"SD",4,1,2
7234,"Prov_08","Prov_08_Kab_03","Urban","Sulawesi",4,70326,54053,"SMA",4,1,3
7235,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",1,21361,17589,"SMA",3,0,0
7236,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",5,47928,33227,"SMA",2,0,0
7237,"Prov_01","Prov_01_Kab_01","Urban","Jawa",6,29409,20081,"S1",3,1,2
7238,"Prov_09","Prov_09_Kab_05","Urban","Sulawesi",2,59944,50259,"S1",4,1,1
7239,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",3,14318,8867,"SMA",3,1,0
7240,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",7,53898,39228,"D3",3,0,1
7241,"Prov_09","Prov_09_Kab_04","Urban","Sulawesi",3,94373,54064,"SMP",3,1,0
7242,"Prov_08","Prov_08_Kab_01","Urban","Sulawesi",4,206893,177775,"S2+",3,0,1
7243,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,314852,254382,"SD",3,1,0
7244,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",4,69540,63073,"S1",2,1,0
7245,"Prov_03","Prov_03_Kab_03","Urban","Jawa",1,218755,142973,"SMA",3,0,0
7246,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",4,258596,171435,"SMA",5,1,2
7247,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",7,68772,56290,"SD",3,0,3
7248,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",5,29615,20086,"SMA",4,0,4
7249,"Prov_09","Prov_09_Kab_04","Urban","Sulawesi",2,127217,93704,"SMA",3,0,0
7250,"Prov_02","Prov_02_Kab_05","Rural","Jawa",4,19714,13994,"SD",3,1,0
7251,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",4,119195,112803,"SMA",4,0,2
7252,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",2,595158,312610,"SMA",3,1,0
7253,"Prov_05","Prov_05_Kab_03","Urban","Sumatera",3,124404,101452,"SMP",2,0,1
7254,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",5,70113,36850,"SMA",4,0,2
7255,"Prov_10","Prov_10_Kab_04","Rural","Indonesia Timur",3,43935,25384,"SMP",3,0,2
7256,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",3,39214,29845,"S1",3,0,1
7257,"Prov_01","Prov_01_Kab_04","Rural","Jawa",2,170490,160575,"SMA",3,0,1
7258,"Prov_02","Prov_02_Kab_02","Urban","Jawa",3,140914,93151,"SMA",5,0,0
7259,"Prov_01","Prov_01_Kab_03","Urban","Jawa",3,86800,70034,"S2+",3,1,1
7260,"Prov_02","Prov_02_Kab_04","Urban","Jawa",1,73926,55778,"SMA",2,1,0
7261,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",5,115291,65225,"SMA",3,0,3
7262,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",2,31993,27066,"S2+",4,0,0
7263,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,102756,71810,"SMA",2,0,2
7264,"Prov_08","Prov_08_Kab_04","Urban","Sulawesi",3,26799,21937,"SMA",3,0,2
7265,"Prov_03","Prov_03_Kab_03","Urban","Jawa",2,226828,136096,"SMP",3,0,0
7266,"Prov_01","Prov_01_Kab_01","Rural","Jawa",3,25787,15966,"SD",1,1,0
7267,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",7,95889,67206,"D3",2,1,4
7268,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",6,44716,34430,"S1",3,1,3
7269,"Prov_01","Prov_01_Kab_01","Rural","Jawa",2,66083,49251,"SD",3,1,0
7270,"Prov_03","Prov_03_Kab_04","Urban","Jawa",6,197525,144010,"S1",4,1,4
7271,"Prov_02","Prov_02_Kab_02","Urban","Jawa",2,228561,119164,"S1",4,1,1
7272,"Prov_02","Prov_02_Kab_02","Urban","Jawa",4,229408,118101,"S1",4,1,0
7273,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",6,62102,33650,"SMA",2,1,2
7274,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,154765,120217,"SMP",3,1,1
7275,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",2,13046,9502,"SD",4,1,1
7276,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",7,256817,240659,"SMA",4,1,2
7277,"Prov_02","Prov_02_Kab_05","Urban","Jawa",3,90248,74428,"SMA",4,1,0
7278,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",4,48450,39672,"SMA",3,0,2
7279,"Prov_01","Prov_01_Kab_05","Rural","Jawa",4,17857,10116,"SMP",3,0,1
7280,"Prov_02","Prov_02_Kab_05","Urban","Jawa",3,448994,341656,"SMP",3,0,2
7281,"Prov_09","Prov_09_Kab_05","Urban","Sulawesi",6,66997,41769,"SMA",4,0,4
7282,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",2,113567,96412,"SMP",4,1,1
7283,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",4,42427,36803,"SMP",4,1,0
7284,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,61987,28756,"D3",4,1,0
7285,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",4,98094,81818,"SMP",3,0,1
7286,"Prov_02","Prov_02_Kab_01","Urban","Jawa",4,189769,165745,"SMA",2,0,2
7287,"Prov_03","Prov_03_Kab_05","Urban","Jawa",4,167076,131985,"S2+",4,1,3
7288,"Prov_03","Prov_03_Kab_01","Urban","Jawa",5,78551,49682,"SMA",4,1,2
7289,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",4,13063,11103,"SMP",4,0,1
7290,"Prov_03","Prov_03_Kab_02","Rural","Jawa",4,23450,15933,"SD",3,0,3
7291,"Prov_03","Prov_03_Kab_02","Rural","Jawa",5,182380,99838,"SMP",3,1,2
7292,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,127680,75765,"S2+",3,0,0
7293,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",4,212118,160272,"SMA",4,0,2
7294,"Prov_01","Prov_01_Kab_05","Urban","Jawa",4,84184,61796,"SMA",4,1,2
7295,"Prov_02","Prov_02_Kab_01","Rural","Jawa",5,36337,21162,"D3",2,1,2
7296,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",7,190944,135272,"S1",4,0,3
7297,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",5,73654,56273,"SD",3,0,1
7298,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",2,95660,52609,"SMA",3,0,1
7299,"Prov_03","Prov_03_Kab_04","Rural","Jawa",4,74077,43958,"D3",2,1,1
7300,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",8,66763,41224,"SMA",5,1,6
7301,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,85113,73817,"SMP",3,0,0
7302,"Prov_08","Prov_08_Kab_02","Rural","Sulawesi",3,36566,29285,"S1",3,0,0
7303,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",5,57147,35643,"S1",3,1,2
7304,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",4,60984,41529,"SMA",3,1,2
7305,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,94783,45737,"SMA",3,1,0
7306,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",10,117580,92486,"SMA",5,0,5
7307,"Prov_05","Prov_05_Kab_03","Urban","Sumatera",3,156168,97019,"SMP",4,1,1
7308,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",7,27509,17406,"SMA",3,0,3
7309,"Prov_08","Prov_08_Kab_01","Urban","Sulawesi",4,62681,55657,"SMP",3,1,1
7310,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",1,33913,18520,"SMA",4,0,0
7311,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,120057,94183,"SD",3,0,0
7312,"Prov_09","Prov_09_Kab_05","Urban","Sulawesi",6,157147,135834,"SMA",4,1,1
7313,"Prov_03","Prov_03_Kab_05","Rural","Jawa",2,42983,29486,"D3",5,1,1
7314,"Prov_02","Prov_02_Kab_05","Urban","Jawa",1,194382,116518,"S1",3,0,0
7315,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",6,36006,27016,"SMA",1,1,2
7316,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",4,23701,13581,"S1",2,1,3
7317,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,40578,23435,"SMA",3,1,1
7318,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",8,62968,56920,"SMA",2,0,5
7319,"Prov_01","Prov_01_Kab_02","Rural","Jawa",1,206898,169041,"SMA",4,0,0
7320,"Prov_01","Prov_01_Kab_02","Rural","Jawa",3,29716,16550,"SMP",2,0,0
7321,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",4,31043,27349,"SMA",5,0,1
7322,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",3,102221,67854,"SD",1,0,1
7323,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,58444,46021,"SD",3,1,0
7324,"Prov_09","Prov_09_Kab_02","Urban","Sulawesi",2,83855,50564,"S1",3,0,0
7325,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",3,39037,30033,"SMA",4,0,1
7326,"Prov_03","Prov_03_Kab_02","Urban","Jawa",6,237434,149923,"S1",4,1,1
7327,"Prov_02","Prov_02_Kab_02","Urban","Jawa",3,246030,205628,"S1",4,1,0
7328,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",5,122542,88033,"SD",3,0,2
7329,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",6,124079,103361,"D3",4,1,0
7330,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",4,41728,30097,"SMA",3,0,1
7331,"Prov_03","Prov_03_Kab_05","Rural","Jawa",4,110201,76153,"S1",4,0,0
7332,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",3,285618,153050,"S1",4,1,2
7333,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",3,86011,48521,"S1",3,1,0
7334,"Prov_01","Prov_01_Kab_02","Rural","Jawa",4,59132,42528,"SMA",3,0,3
7335,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,173674,142630,"SMA",5,1,0
7336,"Prov_02","Prov_02_Kab_01","Urban","Jawa",5,156298,110895,"SMA",4,1,2
7337,"Prov_02","Prov_02_Kab_02","Urban","Jawa",5,44819,26942,"SD",1,1,2
7338,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",3,77672,53656,"S2+",3,0,0
7339,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",6,48960,36380,"SMP",3,0,2
7340,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",7,44025,35359,"SMA",3,0,2
7341,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",6,79909,65097,"SD",3,1,3
7342,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",3,52457,26967,"SD",2,1,1
7343,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",5,62320,36865,"SMA",3,0,0
7344,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",5,39330,24156,"SD",2,0,0
7345,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",2,60187,52896,"S1",3,0,1
7346,"Prov_01","Prov_01_Kab_03","Urban","Jawa",6,84116,61296,"SMA",3,0,2
7347,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",6,63017,34153,"SMA",4,1,0
7348,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",3,82869,51511,"SD",2,0,0
7349,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",7,83877,57671,"SMA",2,0,5
7350,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,142818,100245,"SMP",5,0,0
7351,"Prov_02","Prov_02_Kab_03","Rural","Jawa",6,85107,67324,"SMA",5,0,0
7352,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,182047,116286,"SD",4,1,0
7353,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",4,156900,110320,"SD",3,1,0
7354,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",9,55587,40079,"SMA",3,1,3
7355,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",3,117757,87937,"D3",3,1,1
7356,"Prov_03","Prov_03_Kab_03","Rural","Jawa",3,19901,17275,"SD",3,0,0
7357,"Prov_03","Prov_03_Kab_05","Urban","Jawa",2,180759,143625,"SD",5,0,0
7358,"Prov_02","Prov_02_Kab_02","Urban","Jawa",3,396978,247452,"SMA",3,1,0
7359,"Prov_01","Prov_01_Kab_04","Urban","Jawa",3,194824,136708,"SMA",3,1,0
7360,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",4,278245,226211,"SMA",3,1,2
7361,"Prov_03","Prov_03_Kab_05","Rural","Jawa",3,77939,57203,"S1",3,0,1
7362,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,302458,210129,"SMP",3,1,2
7363,"Prov_01","Prov_01_Kab_01","Urban","Jawa",3,129513,79430,"SD",3,1,2
7364,"Prov_02","Prov_02_Kab_02","Rural","Jawa",5,18697,13082,"SD",2,0,0
7365,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,229784,134135,"D3",3,1,0
7366,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",7,89174,58285,"SMP",3,0,0
7367,"Prov_01","Prov_01_Kab_01","Rural","Jawa",1,32873,27418,"SMA",2,1,0
7368,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",7,117677,52655,"S1",3,0,1
7369,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",5,44459,34766,"SMA",3,0,3
